"cnpj","nome_coop","auditorIndependente","mudou_auditor","situacao","uf","endereco_eletronico","segmento_prudencial","numeroAgencias","Ativo_Total","Patrimonio_Liquido","Despesas_Operacionais","Receitas_Operacionais","Depositos_totais","Caixa","Disponibilidades","Sobras","PECLD","Capital_social","Compensacao","Carteira_credito","Classificacao_carteira_credito","regiao","municipio","classe","criterio_de_associacao","categ_coop_sing","filiacao","big_four","data_inicio_atividades","idade_em_2022","total_de_cooperados","cooperados_pf","cooperados_pj","Passivo_Total"
8742188,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO","BAUER AUDITORES ASSOCIADOS",1,"Autorizada em Atividade","MT",NA,"S5",13,264924001942,6224868777,-4634201137,4960686948,24819114868,"4131446,67",413144667,-45375055,-3181196947,6269723523,225907821879,26984416452,26984416452,"Centro-Oeste","CUIABA","Singular","Livre Admissão","Clássica","CCC DOS EST DE MT, MS E MUN DE CACOAL/RO",0,"2007-04-03",15,22752,16996,5756,264924001942
10548608,"COOPERATIVA DE CRÉDITO DE SERVIDORES DA UESC - UESCOOP","PEPPE ASSOCIADOS - CONSULTORES & AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","BA","www.uesc.br/uescoop","S5",0,167465130,93455620,-7265748,6421516,NA,NA,100,1012937,-1129110,91105277,68991181,62300026,62300026,"Nordeste","ILHEUS","Singular","Atividade Profissional","Capital e Empréstimo",NA,0,"2008-12-10",14,201,201,0,167465130
3461243,"COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SC","https://www.acredi.coop.br/","S5",18,76241098376,3871532153,-2830904815,2845410103,22043112031,"3043347,36",304337136,277352049,-944049114,3430200948,41397129321,24381372672,24381372672,"Sul","JOINVILLE","Singular","Livre Admissão","Clássica","COOPCENTRAL AILOS",1,"1999-10-05",23,58395,49910,8485,76241098376
4138455,"COOPERATIVA DE CRÉDITO DO RIO GRANDE DO NORTE - SICOOB RIO GRANDE DO NORTE","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","RN",NA,"S5",5,66926299799,4367753663,-1951038226,2227612517,11428817533,"9417874,73",941941325,158302108,-1097181581,3421724251,43891860942,18625680896,18625680896,"Nordeste","NATAL","Singular","Empregados ou Servidores","Clássica","SICOOB CENTRAL NE",1,"2000-11-09",22,NA,NA,NA,66926299799
4237413,"COOPERATIVA DE CRÉDITO DO VALE DO SÃO FRANCISCO - SICREDI VALE DO SÃO FRANCISCO","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","PE","www.sicredinne.com.br/valedosaofrancisco/","S5",4,37881465246,3584692327,-1014379761,1207402870,14825576127,"3761433,65",378572178,164763316,-415088246,2912067762,18530783837,8982977536,8982977536,"Nordeste","PETROLINA","Singular","Livre Admissão","Clássica","CENTRAL SICREDI NORTE/NORDESTE",1,"2001-01-15",21,6748,5003,1745,37881465246
3422007,"COOPERATIVA DE CRÉDITO DOS BANCÁRIOS DE SÃO PAULO E MUNICÍPIOS LIMÍTROFES","ANEND AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SP","www.bancredi.com.br","S5",4,1598521135,316120518,-113044371,135230940,408939736,"1062,51",54784111,-21121831,-68039270,320096351,827524707,457248883,457248883,"Sudeste","SAO PAULO","Singular","Atividade Profissional","Clássica",NA,0,"1999-09-17",23,4196,4184,12,1598521135
62605290,"COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DO GRUPO INDORAMA NO BRASIL","CONTROL AUDITORIA E CONTABILIDADE",0,"Autorizada em Atividade","MG",NA,"S5",0,966092503,261962142,-19775939,22123730,NA,NA,32526662,3786389,-2582762,209258739,687908526,134356720,134356720,"Sudeste","POCOS DE CALDAS","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1969-09-22",53,388,388,0,966092503
43730498,"COOPERATIVA DE CRÉDITO DOS EMPREGADOS DE ELEVADORES ATLAS","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP","www.cooperativaatlas.com.br","S5",0,3151610694,1770144578,-85272783,123320380,NA,"4,73",112521638,72035204,-11472932,1534179446,1172576466,1052601048,1052601048,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1973-08-03",49,2002,2002,0,3151610694
64293582,"COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO VALLOUREC NO BRASIL - COOVALL LTDA.","COOPERAUDI AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","MG",NA,"S5",1,32089097071,9593915205,-231596580,514573077,NA,NA,569478,255417382,-149449508,8814673233,21204836037,9709499747,9709499747,"Sudeste","BELO HORIZONTE","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1990-09-27",32,6253,6253,0,32089097071
42153585,"COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO IRB-BRASIL RE LTDA.","MANDARINO & ASSOCIADOS AUDITORES",0,"Autorizada em Atividade","RJ",NA,"S5",0,782632032,597007020,-27432199,18484254,NA,"57,67",11024876,-3521899,-513248,574609148,116176615,102649577,102649577,"Sudeste","RIO DE JANEIRO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1971-09-08",51,NA,NA,NA,782632032
8075352,"COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS E EMPREGADOS DOS TRANSPORTES E CORREIOS DO SUL DO BRASIL - TRANSPOCRED","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SC","www.transpocred.coop.br","S5",32,120690073656,6563690636,-3171358152,3663956938,36925276105,"712444,48",110652818,535463177,-1170488984,5363478946,62156251371,43568434748,43568434748,"Sul","FLORIANOPOLIS","Singular","Empresários","Clássica","COOPCENTRAL AILOS",1,"2006-06-01",16,33745,26550,7195,120690073656
44746352,"COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA DE BARRA BONITA E REGIÃO","CONTROL AUDITORIA E CONTABILIDADE",0,"Autorizada em Atividade","SP",NA,"S5",0,3297641081,1711419643,-68374796,72434915,237567457,"34718,46",12467943,894661,-54790794,556333528,1011586581,492338602,492338602,"Sudeste","BARRA BONITA","Singular","Produtor Rural","Clássica",NA,0,"1971-08-20",51,414,403,11,3297641081
5040680,"COOPERATIVA DE CRÉDITO DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO LTDA. - MAGICREDI-RJ","JPS-AUDITORES & CONSULTORES",0,"Autorizada em Atividade","RJ",NA,"S5",2,4248717340,884561798,-106719316,136642559,1532556569,"1500,00",2589377,42664138,-37426803,816869918,1737825624,1612729594,1612729594,"Sudeste","RIO DE JANEIRO","Singular","Empregados ou Servidores","Clássica",NA,0,"2002-05-10",20,504,502,2,4248717340
5740092,"COOPERATIVA DE CRÉDITO DOS METALÚRGICOS DO ABC - CREDABC","ANEND AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SP",NA,"S5",0,641140205,357106135,-7614606,7886498,139643640,"34,92",2419385,8251708,-21920,135617106,128403275,4384000,4384000,"Sudeste","SAO BERNARDO DO CAMPO","Singular","Atividade Profissional","Clássica",NA,0,"2003-05-23",19,1220,1217,3,641140205
2833202,"COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE VITÓRIA DA CONQUISTA","SACHO - AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","BA","www.unicred.com.br/sudoeste","S5",0,11828460127,1374328296,-204266244,242882167,4440162569,"72716,53",7487529,92125598,-47722974,1000930752,5833697173,1519236709,1519236709,"Nordeste","VITORIA DA CONQUISTA","Singular","Atividade Profissional","Clássica","CC UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM",0,"1998-10-13",24,916,660,256,11828460127
8143326,"COOPERATIVA DE CRÉDITO DOS MÉDICOS E PROFISSIONAIS DE SAÚDE DE SÃO LUÍS - SICREDI SÃO LUÍS","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","MA","www.sicredi.com.br/saoluis/","S5",1,6450994418,400680009,-263067946,314418130,2284909319,"35789,78",3578978,22955291,-111256110,323523612,3250805922,1822763191,1822763191,"Nordeste","SAO LUIS","Singular","Atividade Profissional","Clássica","CENTRAL SICREDI NORTE/NORDESTE",1,"2006-07-06",16,1464,1149,315,6450994418
36900256,"COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","MT","www.unicred.com.br/matogrosso","S5",14,275460046650,18542969555,-4432777507,5117402339,64293315165,"2034934,55",204093105,936762949,-3045418092,15292017339,189109696619,52920128334,52920128334,"Centro-Oeste","CUIABA","Singular","Critérios de Associação Mistos – Empresários","Clássica","UNICRED CENTRAL RJ/MT",1,"1991-11-22",31,15574,11462,4112,275460046650
2602922,"COOPERATIVA DE CRÉDITO DOS MÉDICOS, SERVIDORES PÚBLICOS E EMPRESÁRIOS DO NORDESTE LTDA - UNICRED DO NORDESTE","SACHO - AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","BA","www.unicred.com.br/bahia","S5",6,101139662258,1860090023,-857078600,1023292263,11279175040,"979844,96",104739522,-379903746,-391893734,1903175901,87218820744,8642689874,8642689874,"Nordeste","FEIRA DE SANTANA","Singular","Critérios de Associação Mistos – Empresários","Clássica","CC UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM",0,"1998-05-25",24,6536,4727,1809,101139662258
71418784,"COOPERATIVA DE CRÉDITO DOS MÉDICOS, TÉCNICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO SUL DE MINAS LTDA., UNICRED SUL DE MINAS","SACHO - AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","MG","www.unicredmg.com.br","S5",11,58733780710,2217024554,-826736812,1023615107,19058905797,"1072089,22",107208922,125191737,-170447179,1147143248,36814033284,7956989821,7956989821,"Sudeste","VARGINHA","Singular","Atividade Profissional","Clássica","CC UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM",0,"1993-12-15",29,5083,4110,973,58733780710
70937271,"COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA","SACHO - AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","MG","www.unicred.com.br","S5",25,235750694699,4160412759,-2366313093,2797668804,42388930084,"1732756,32",173397227,381809179,-940042145,2209826750,187506962945,32553650359,32553650359,"Sudeste","UBERLANDIA","Singular","Livre Admissão","Clássica","CC UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM",0,"1994-02-17",28,9791,7169,2622,235750694699
5979692,"COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS  CREDCREA","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SC","www.credcrea.coop.br","S5",15,78172684879,5772118086,-2356256522,2534207640,33492386142,"730186,14",73541346,265553767,-1278644191,5113120287,36725288988,17783571653,17783571653,"Sul","FLORIANOPOLIS","Singular","Atividade Profissional","Clássica","COOPCENTRAL AILOS",1,"2003-10-17",19,26675,19691,6984,78172684879
5442759,"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDARIA DE PORTO XAVIER  CRESOL PORTO XAVIER","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","RS","www.cresol.com.br","S5",4,11420081382,903145633,-281618236,350174200,2107711632,"24942,18",22319186,39567952,-144413292,653276920,5453348858,4548662127,4548662127,"Sul","PORTO XAVIER","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"2002-12-13",20,4978,4627,351,11420081382
7412987,"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL ALIANÇA","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","SC","www.cresolcentral.com.br","S5",6,14970515254,782415326,-375237868,440055129,4035268055,"79837,40",7995594,-27001708,-146306319,739668400,7015144995,5940488242,5940488242,"Sul","PINHALZINHO","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"2005-05-31",17,6132,5585,547,14970515254
2844024,"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CRESOL EVOLUÇÃO","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","SC","www.cresolcentral.com.br","S5",7,11151068587,888284400,-345576971,403526479,2175342308,"61876,53",7578123,17237414,-195661646,745851200,5163790861,4200806974,4200806974,"Sul","DIONISIO CERQUEIRA","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"1998-11-04",24,7364,6817,547,11151068587
8647473,"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE CORONEL FREITAS - CRESOL CORONEL FREITAS","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","SC","www.cresolcentral.com.br","S5",1,7154912506,361910606,-169644856,211131027,1706679531,"87789,50",8822996,-25915756,-118334054,319725300,3400496074,2563268223,2563268223,"Sul","CORONEL FREITAS","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"2007-02-12",15,2395,2157,238,7154912506
5070112,"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE CORONEL MARTINS - CRESOL PEDRA BRANCA","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","SC","www.cresolcentral.com.br","S5",4,9520900232,992856204,-233763040,288997924,2218015409,"15701,30",4020491,22689384,-79742972,715560100,4166560134,3595472192,3595472192,"Sul","CORONEL MARTINS","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"2002-05-20",20,4400,4101,299,9520900232
5269976,"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE FORMOSA DO SUL - CRESOL FORMOSA","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","SC","www.cresolcentral.com.br","S5",3,10870618623,736473888,-291461409,321786658,3002787294,"1309,03",4080624,17879284,-150659084,659078400,5291081162,3789909354,3789909354,"Sul","FORMOSA DO SUL","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"2002-09-04",20,4619,4265,354,10870618623
8652872,"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE SANTA TEREZINHA DO PROGRESSO - CRESOL SANTA TEREZINHA DO PROGRESSO","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","SC","www.cresolcentral.com.br","S5",2,4886190609,339316561,-165971655,185956139,991448096,"15363,42",3191724,3654589,-153863622,271816600,2410451848,1930236471,1930236471,"Sul","SANTA TEREZINHA DO PROGRESSO","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"2007-02-13",15,2661,2535,126,4886190609
7320890,"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE VITOR MEIRELES - CRESOL VITOR MEIRELES","MOORE PRISMA AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SC","www.cresolcentral.com.br","S5",4,14017281465,770301942,-601879388,585831864,3887018726,"64491,45",13266055,-625955640,-1101638402,1395950300,6791394914,4674490014,4674490014,"Sul","VITOR MEIRELES","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"2005-04-06",17,8459,7741,718,14017281465
7509426,"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE XANXERÊ - CRESOL XANXERÊ","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","SC","www.cresolcentral.com.br","S5",4,9140762542,510017302,-233399750,249293966,2797853518,"53326,72",5341847,4826650,-71196085,460430700,4053151624,3418385068,3418385068,"Sul","XANXERE","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"2005-07-20",17,3651,3329,322,9140762542
8055016,"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE XAVANTINA - CRESOL XAVANTINA","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","SC","www.cresolcentral.com.br","S5",7,20454040477,1593546390,-423644329,507253752,6658430376,"286714,81",28982331,96128903,-393813788,1384443100,8048867061,6883928946,6883928946,"Sul","XAVANTINA","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"2006-06-01",16,4476,4028,448,20454040477
2663426,"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO NOROESTE  CRESOL NOROESTE RS/PE/CE","HILDEBRANDO CAMARGO",1,"Autorizada em Atividade","RS",NA,"S5",19,88548487120,5117286536,-1669094593,2029291831,19724962427,"848153,43",95761603,370950209,-687395499,3717240900,40625240773,33014560884,33014560884,"Sul","CONSTANTINA","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"1998-07-05",24,23525,21711,1814,88548487120
5097757,"COOPERATIVA DE CRÉDITO E SERVIÇOS FINANCEIROS DE CURITIBA E REGIÃO METROPOLITANA","SACHO - AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","PR","www.coopesf.com.br","S5",0,4649965132,961223549,-176160203,194023954,988683440,"10321,71",22129157,18071964,-59815979,835542335,2643736030,911018465,911018465,"Sul","CURITIBA","Singular","Livre Admissão","Clássica",NA,0,"2002-05-24",20,5000,4807,193,4649965132
4546162,"COOPERATIVA DE CRÉDITO MÚTUO DE SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIFISCO","SACHO - AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SP","www.credifisco.com.br","S5",0,4349792754,598500853,-104587517,133880770,507937910,"38,72",110987560,28667408,-22421930,509306136,3091477412,977382818,977382818,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Clássica",NA,0,"2001-06-19",21,862,858,4,4349792754
4414354,"COOPERATIVA DE CRéDITO MúTUO DO ABC - COOPER 7","CONTROL AUDITORIA E CONTABILIDADE",0,"Autorizada em Atividade","SP",NA,"S5",0,2460586727,1044395180,-147080713,163668775,7883852,NA,125503556,114719809,-65591377,839212830,1267674948,880294008,880294008,"Sudeste","SAO BERNARDO DO CAMPO","Singular","Empregados ou Servidores","Clássica","CCC ESTADO SP - CECRESP",0,"2001-04-17",21,2554,2512,42,2460586727
8030602,"COOPERATIVA DE CRÉDITO MÚTUO DOS CORRETORES DE SEGUROS DO ESTADO DE SÃO PAULO - SICOOB CREDICOR/SP","RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,9331011524,826819806,-201037419,272553679,4404168560,"28970,83",2897083,96961934,-47628813,633048439,3959916680,1098718336,1098718336,"Sudeste","SAO PAULO","Singular","Atividade Profissional","Clássica","CCC ESTADO SP - CECRESP",0,"2006-04-03",16,3177,1962,1215,9331011524
46642294,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER  COOPEREMB","D'AGOSTINI CONSULTORIA E AUDITORIA S/S",0,"Autorizada em Atividade","SP","www.cooperemb.com.br","S5",13,70371478215,30947057431,-2122788524,2682323888,6010884179,NA,7276359,1393585808,-713486049,26270591869,30643198620,21359754394,21359754394,"Sudeste","SAO JOSE DOS CAMPOS","Singular","Livre Admissão","Clássica","CCCM SICOOB UNIMAIS",0,"1974-11-01",48,17281,17279,2,70371478215
58290800,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MAXION - CREDMAXION","CONTROL AUDITORIA E CONTABILIDADE",0,"Autorizada em Atividade","SP","www.credmaxion.com.br","S5",1,21067410391,10065374050,-200307942,635261046,NA,NA,9220264,363481930,-155489007,8990794860,10332514634,7181894424,7181894424,"Sudeste","CRUZEIRO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1987-11-16",35,7611,7611,0,21067410391
2104058,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA PILKINGTON BRASIL","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,1592841887,937505520,-67411328,62093051,NA,NA,381736640,26924867,-17478963,863583116,622298675,542773946,542773946,"Sudeste","CACAPAVA","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1997-08-25",25,812,812,0,1592841887
49091119,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA SKF E COLIGADAS","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP","www.cooperskf.com.br","S5",0,2418841482,1220236337,-61405388,72573798,NA,NA,5361209,32400988,-8142040,1135020758,1174775554,994611065,994611065,"Sudeste","CAJAMAR","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1970-06-03",52,1133,1132,1,2418841482
6369729,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS DO PAPEL, PAPELÃO E CORTIÇA DE OTACÍLIO COSTA, LAGES E CORREA PINTO - PAPELCREDI","ANEND AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SC",NA,"S5",0,288824912,73750035,-27637814,25586247,84022803,"1819,27",34787060,4607543,-11116004,59370317,129222797,103012476,103012476,"Sul","OTACILIO COSTA","Singular","Empregados ou Servidores","Clássica",NA,0,"2004-06-29",18,1234,1230,4,288824912
20833992,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO CENTRO UNIVERSITÁRIO NEWTON PAIVA LTDA. - CREDIPAIVA","COOPERAUDI AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","MG","www.credipaiva.com.br","S5",0,162932232,70091243,-21858377,28423598,NA,"480,16",37840389,-1252874,-700508,65500299,85893168,30832744,30832744,"Sudeste","BELO HORIZONTE","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1985-02-25",37,439,438,1,162932232
5292849,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM EMPRESAS ADMINISTRADORAS DE AEROPORTOS - AEROCRED","ANEND AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SP","www.aerocred.org.br","S5",0,543668566,314851451,-34714905,32861149,NA,"353,12",18109685,8843006,-17495022,286884001,224614480,134708185,134708185,"Sudeste","GUARULHOS","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"2002-07-30",20,430,426,4,543668566
3674133,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) - CREDISCOOP","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,903447522,177111779,-53087272,59435573,249626046,"404,20",2371346,-23304749,-16555167,190047194,437289731,298339556,298339556,"Sudeste","SAO PAULO","Singular","Atividade Profissional","Clássica",NA,0,"2000-02-23",22,536,536,0,903447522
45421856,"COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FÁBRICA DE CIMENTO VOTORAN","CONTROL AUDITORIA E CONTABILIDADE",0,"Autorizada em Atividade","SP",NA,"S5",0,84990014,29351408,-18599584,5202909,NA,"8,74",7586473,-50003095,-2265747,74320891,46915604,32281092,32281092,"Sudeste","VOTORANTIM","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1974-01-02",48,199,199,0,84990014
6077760,"COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA RICLAN","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP",NA,"S5",0,1120751119,628091776,-35948007,48558690,NA,"867,50",47469284,20542628,-5394535,539367382,463424359,385730256,385730256,"Sudeste","RIO CLARO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"2003-12-22",19,702,702,0,1120751119
7651495,"COOPERATIVA DE CRéDITO MúTUO DOS FUNCIONáRIOS PúBLICOS DO PODER JUDICIáRIO DA CAPITAL DO ESTADO DE SãO PAULO  SICOOB JUDCRED","CONTROL AUDITORIA E CONTABILIDADE",0,"Autorizada em Atividade","SP",NA,"S5",0,978998290,275700688,-50124020,52407669,NA,NA,21816505,5585349,-7983295,206641282,444179327,334968456,334968456,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Clássica","CCC ESTADO SP - CECRESP",0,"2005-10-07",17,475,474,1,978998290
2083914,"COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO ESPÍRITO SANTO - CREDFEDERAL","D'AGOSTINI CONSULTORIA E AUDITORIA S/S",0,"Autorizada em Atividade","ES","www.credfederal.coop.br","S5",1,2671116848,442967172,-101826849,136883797,823752289,"20011,53",2001153,20187176,-21758047,400201614,1303903517,1076603804,1076603804,"Sudeste","VILA VELHA","Singular","Empregados ou Servidores","Clássica",NA,0,"1997-08-13",25,410,405,5,2671116848
1709266,"COOPERATIVA DE CRéDITO MúTUO DOS PROFISSIONAIS DA SAúDE E LIVRE ADMISSãO DE TEóFILO OTONI LTDA. - UNICRED TRêS VALES","SACHO - AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","MG","www.unicredmg.com.br","S5",0,12523324988,799329382,-227084982,295890809,3668346647,"45540,66",4772345,50969132,-97444022,596773105,7710813339,1936553102,1936553102,"Sudeste","TEOFILO OTONI","Singular","Livre Admissão","Clássica","CC UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM",0,"1996-11-29",26,1074,780,294,12523324988
71163315,"COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE, ARQUITETOS E URBANISTAS DE SETE LAGOAS E REGIÃO LTDA - UNICRED SETE LAGOAS","SACHO - AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","MG","www.unicred.com.br/setelagoas","S5",1,34647045210,1803836266,-404740623,513077230,9600508384,"296108,42",29610842,53958769,-107158016,1290115526,22923805985,6524431008,6524431008,"Sudeste","SETE LAGOAS","Singular","Atividade Profissional","Clássica","CC UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM",0,"1993-09-30",29,2516,2029,487,34647045210
53800488,"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DE ÓRGAOS GESTORES DE RECURSOS HÍDRICOS DO ESTADO DE SÃO PAULO - COOPERHIDRO","SERGIO NOBORU OUTAKA",0,"Autorizada em Atividade","SP","www.cooperhidro.org.br","S5",0,2319951863,523435773,-64948866,68785129,122628115,"268,63",20098564,708971,-26227714,512340816,1599820475,404477346,404477346,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Clássica",NA,0,"1984-09-19",38,617,616,1,2319951863
73092827,"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DO MINISTERIO DA EDUCAÇÃO EM SÃO PAULO - COOPEMESP","RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SP","www.sicoobcoopemesp.com.br","S5",0,5365115711,1703520660,-231989693,219038520,967376205,"35811,31",3639879,23645238,-44363044,1606582638,2644023963,1664618390,1664618390,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Clássica","CCC ESTADO SP - CECRESP",0,"1993-11-17",29,1277,1276,1,5365115711
